Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,customer_answered_call,customer_response_time,customer_availability,visitor_pass_status,society_security_level,gate_wait_time,driver_status,previous_failed_deliveries,address_confidence,preferred_delivery_slot,estimated_arrival_delay,driver_experience,pickup_delay_minutes,hour_of_day,day_of_week,is_weekend,arrival_within_preferred_slot,customer_reachability_score,society_accessibility_score,driver_reliability_score
22,4.9,5,2,0,3,60,1,109,0,0,0,2,2,1,73,1,7,6,15.0,0,0,False,0,81.83333333333333,66,67
36,4.6,3,2,0,3,125,1,100,2,0,0,2,1,0,83,0,1,4,5.0,9,4,False,0,83.33333333333333,66,100
29,4.5,1,3,0,0,29,1,19,0,0,0,2,1,0,65,2,8,1,10.0,17,3,True,0,96.83333333333333,66,100
37,4.9,0,3,0,0,85,1,105,0,0,0,4,1,0,77,0,8,14,10.0,15,1,False,1,82.5,62,100
36,4.8,2,2,1,3,130,1,17,0,0,0,3,2,2,64,2,13,7,5.0,23,2,True,0,97.16666666666667,64,64
31,5.0,0,2,1,0,90,1,57,2,1,0,19,1,1,100,1,1,4,15.0,23,1,False,1,90.5,32,100
25,4.6,4,1,1,3,50,1,28,0,2,2,18,1,2,78,1,5,14,5.0,21,5,False,1,95.33333333333333,4,100
22,4.9,2,0,1,3,100,1,71,1,0,2,1,1,0,56,2,1,12,10.0,12,4,False,0,88.16666666666667,38,100
38,4.2,5,1,1,0,160,1,106,1,2,1,16,2,2,69,0,2,8,15.0,21,0,False,0,82.33333333333333,68,66
33,4.7,4,0,0,3,110,1,89,0,0,2,1,1,0,99,1,0,7,5.0,13,1,False,0,85.16666666666667,38,100
27,4.9,0,2,0,0,75,1,107,0,0,2,3,1,1,84,1,1,8,10.0,0,4,False,0,82.16666666666667,34,100
33,3.7,4,1,1,0,155,1,61,2,0,0,3,1,0,68,1,10,15,15.0,21,2,True,1,89.83333333333333,64,100
32,4.7,4,3,1,0,28,1,116,1,0,0,3,1,1,95,0,9,13,10.0,18,1,False,0,80.66666666666667,64,100
32,4.6,0,2,0,0,90,0,341,0,0,0,4,1,1,61,0,8,5,-1430.0,23,2,True,0,10.0,62,100
39,4.6,4,2,0,0,125,0,260,1,0,2,4,1,0,94,0,6,7,15.0,22,0,False,0,10.0,32,100
31,4.5,3,2,0,0,115,1,113,0,0,2,1,1,2,57,1,1,13,-1425.0,23,4,False,1,81.16666666666667,38,100
32,4.3,3,1,0,3,165,1,111,0,0,0,2,1,1,68,2,10,13,5.0,20,1,False,0,81.5,66,100
22,4.3,3,2,0,3,90,1,27,1,1,2,19,1,3,60,2,9,1,5.0,23,4,False,0,95.5,2,87
32,4.3,3,3,0,0,160,1,5,2,0,2,2,1,0,74,1,2,13,5.0,19,5,False,1,99.16666666666667,36,100
29,4.9,0,3,0,3,160,1,62,3,0,0,2,1,0,66,2,5,10,5.0,18,2,True,0,89.66666666666667,66,100
22,4.2,5,1,0,0,175,1,99,3,0,0,1,1,3,80,0,1,8,10.0,21,3,True,0,83.5,68,100
35,4.1,5,2,0,0,150,1,84,1,2,1,32,1,4,99,1,11,12,5.0,9,2,True,0,86.0,36,100
36,4.7,1,2,1,0,125,1,55,1,1,2,13,1,1,90,0,9,5,5.0,23,6,False,0,90.83333333333333,14,100
21,4.6,1,2,1,3,105,1,25,1,1,0,16,1,1,69,0,13,14,15.0,22,0,False,0,95.83333333333333,38,100
26,4.6,0,1,0,0,195,1,20,2,0,2,2,1,2,73,0,8,10,5.0,19,0,False,0,96.66666666666667,36,100
32,3.7,2,1,1,0,210,1,91,2,2,2,17,1,0,91,1,13,11,5.0,19,6,False,1,84.83333333333333,6,100
23,4.5,4,1,2,0,55,0,411,3,0,0,1,1,0,88,2,14,4,15.0,19,0,False,0,10.0,68,100
32,4.8,1,3,0,0,220,0,425,2,0,0,4,1,1,90,1,14,11,15.0,17,6,False,1,10.0,62,100
31,4.7,4,1,2,0,29,0,288,0,0,2,3,1,2,90,2,10,14,15.0,20,4,False,0,10.0,34,100
23,4.5,4,2,0,0,70,0,513,3,0,0,1,1,3,98,1,11,5,15.0,10,5,False,0,10.0,68,95
29,4.7,3,2,2,0,90,1,27,0,0,0,2,1,0,79,0,2,5,10.0,10,6,False,0,95.5,66,100
21,4.8,0,1,1,0,120,1,69,0,0,1,2,1,2,73,1,13,3,15.0,21,5,False,1,88.5,96,96
21,4.9,0,1,0,0,170,0,372,0,1,0,12,1,2,96,0,12,7,5.0,19,5,False,0,10.0,46,100
25,4.8,5,2,0,1,115,0,575,0,1,0,15,1,0,78,2,10,14,5.0,22,2,True,0,10.0,40,100
20,4.9,1,1,0,3,185,0,351,0,2,0,29,1,1,98,2,9,7,15.0,20,6,False,0,10.0,12,100
32,4.8,1,2,0,3,210,1,56,0,0,2,3,0,1,70,2,8,14,5.0,22,6,False,0,90.66666666666667,34,43
23,4.9,2,3,1,0,85,1,61,0,1,0,18,1,1,57,0,12,4,5.0,17,1,False,0,89.83333333333333,34,100
35,4.9,0,1,1,0,240,1,6,1,0,0,1,1,3,83,0,11,7,15.0,19,3,True,0,99.0,68,99
23,4.7,3,3,0,3,175,1,68,3,0,2,1,1,3,87,0,8,4,5.0,18,5,False,0,88.66666666666667,38,93
28,4.3,0,1,0,0,200,1,86,3,0,1,2,1,1,95,0,9,2,15.0,21,3,True,0,85.66666666666667,96,99
23,4.5,4,2,0,3,70,1,55,1,0,0,2,1,0,66,2,3,14,10.0,8,5,False,1,90.83333333333333,66,100
24,4.9,2,3,0,3,100,1,44,1,1,2,15,2,0,97,2,6,13,10.0,17,6,False,0,92.66666666666667,10,86
20,4.5,0,1,0,0,190,0,456,1,1,0,9,1,3,100,0,2,13,10.0,19,6,False,0,10.0,52,100
36,4.8,0,1,0,0,180,1,111,0,0,0,1,1,0,62,0,14,6,10.0,21,0,False,0,81.5,68,100
23,4.5,1,2,0,3,135,1,30,1,0,1,4,1,2,99,2,3,9,10.0,22,0,False,0,95.0,92,100
21,4.2,2,1,0,0,180,1,41,1,0,2,2,1,0,80,0,12,6,5.0,21,1,False,0,93.16666666666667,36,100
33,4.9,3,3,0,0,110,1,107,0,1,2,13,1,1,90,2,11,2,15.0,18,2,True,0,82.16666666666667,14,99
31,4.6,2,2,1,0,145,1,7,1,1,0,10,1,1,100,1,12,5,15.0,23,5,False,1,98.83333333333333,50,100
31,4.0,1,0,0,3,160,1,5,2,0,2,2,1,0,60,1,5,11,5.0,13,0,False,0,99.16666666666667,36,100
22,4.6,4,2,0,0,55,1,31,1,0,1,3,1,1,76,1,3,1,5.0,8,4,False,0,94.83333333333333,94,97
33,4.0,1,1,1,0,205,1,23,0,0,2,4,1,0,87,0,6,7,10.0,21,6,False,0,96.16666666666667,32,100
33,4.7,4,2,1,3,95,1,114,0,0,0,3,1,0,74,2,8,3,10.0,22,6,False,0,81.0,64,100
28,4.9,2,2,2,0,90,1,73,0,1,0,8,1,3,85,1,12,13,15.0,23,0,False,1,87.83333333333333,54,100
29,4.6,0,1,0,0,175,1,94,0,1,0,17,1,0,89,0,2,3,15.0,21,2,True,0,84.33333333333333,36,100
23,5.0,0,2,0,3,90,1,50,2,1,1,13,1,2,88,2,13,15,10.0,0,2,True,1,91.66666666666667,74,100
33,4.7,0,3,2,0,205,0,196,2,0,0,4,1,0,72,0,5,3,5.0,17,1,False,0,10.0,62,100
31,3.6,2,1,2,0,155,1,18,2,0,2,2,1,1,87,0,9,6,10.0,20,6,False,0,97.0,36,100
25,4.4,2,2,0,0,90,1,57,3,0,2,3,1,0,74,2,2,6,10.0,8,3,True,1,90.5,34,100
27,5.0,1,0,0,0,160,1,6,1,0,2,1,1,1,84,1,11,3,5.0,14,2,True,0,99.0,38,100
39,5.0,4,1,0,0,170,1,66,1,0,0,1,1,2,91,2,10,3,10.0,21,1,False,0,89.0,68,96
25,4.8,4,3,0,0,85,1,104,3,2,1,20,1,2,71,1,9,10,15.0,18,4,False,1,82.66666666666667,60,100
33,4.9,1,0,0,0,135,1,8,1,0,1,3,1,0,81,0,4,11,5.0,11,0,False,0,98.66666666666667,94,100
27,4.7,4,3,1,1,65,0,386,3,1,0,11,1,1,88,2,10,13,10.0,18,4,False,0,10.0,48,100
32,4.8,3,2,0,0,100,1,67,1,0,2,2,2,0,61,0,0,10,15.0,23,2,True,0,88.83333333333333,36,80
33,4.7,3,3,0,3,135,1,84,2,0,2,1,1,1,94,2,5,12,15.0,16,4,False,0,86.0,38,100
34,4.5,2,1,1,0,175,1,60,0,1,2,8,1,0,100,0,13,6,10.0,21,6,False,0,90.0,24,100
26,4.6,2,3,0,0,95,1,81,1,0,0,2,1,1,87,2,3,4,10.0,17,5,False,0,86.5,66,100
39,4.0,3,2,0,0,105,1,110,2,0,0,4,1,2,56,0,3,1,5.0,8,2,True,0,81.66666666666667,62,92
33,4.6,0,2,1,3,75,1,68,0,0,0,3,1,1,88,1,4,2,5.0,9,2,True,0,88.66666666666667,64,99
36,4.8,1,0,0,0,150,1,85,0,0,0,4,2,1,100,2,8,14,5.0,14,0,False,0,85.83333333333333,62,83
28,4.7,1,1,1,0,150,1,87,1,0,2,1,1,2,96,0,10,2,5.0,20,5,False,0,85.5,38,94
37,4.5,1,2,1,0,80,0,299,1,0,1,4,2,0,85,1,1,5,10.0,23,5,False,1,10.0,92,70
30,4.0,3,0,2,0,160,1,80,3,1,2,16,1,0,60,0,6,1,5.0,13,2,True,1,86.66666666666667,8,100
38,4.6,4,3,1,0,80,1,113,3,0,1,2,1,0,63,2,7,9,10.0,18,2,True,0,81.16666666666667,96,100
31,4.3,0,2,0,0,180,1,40,1,0,2,4,1,0,84,1,13,7,5.0,22,6,False,1,93.33333333333333,32,100
36,4.6,0,2,0,0,85,1,33,0,1,0,16,1,0,100,1,9,11,10.0,9,3,True,0,94.5,38,100
23,4.6,3,1,0,0,50,1,40,1,0,1,4,1,0,57,1,3,8,10.0,20,2,True,1,93.33333333333333,92,100
20,4.6,2,2,0,0,80,1,58,0,0,0,2,1,2,64,1,14,5,15.0,22,3,True,1,90.33333333333333,66,100
26,4.7,5,1,1,3,80,1,102,1,0,0,3,1,2,93,1,0,10,5.0,21,2,True,1,83.0,64,100
36,3.6,3,3,1,3,165,1,88,3,0,2,4,1,1,88,0,7,9,5.0,17,3,True,0,85.33333333333333,32,100
30,4.9,1,2,1,0,135,1,103,0,1,2,15,1,1,80,2,5,15,-1430.0,23,0,False,0,82.83333333333333,10,100
23,4.7,2,1,2,0,120,1,84,3,0,1,3,2,0,86,0,7,10,15.0,19,3,True,0,86.0,94,80
24,4.7,0,2,0,0,120,0,414,2,1,0,17,1,1,55,2,5,13,-1425.0,23,5,False,0,10.0,36,100
33,4.3,5,3,0,3,31,1,71,1,0,2,2,1,1,90,1,1,1,5.0,19,0,False,1,88.16666666666667,36,97
34,4.8,1,3,2,0,190,1,102,0,1,0,8,1,0,85,1,7,6,15.0,17,2,True,1,83.0,54,100
27,4.6,3,1,0,3,105,1,90,0,0,1,3,1,1,96,0,13,5,5.0,20,4,False,0,85.0,94,100
30,4.9,0,1,0,0,190,1,70,0,0,1,4,1,3,99,1,8,15,10.0,19,2,True,1,88.33333333333333,92,100
33,4.9,1,3,1,0,80,1,69,3,0,2,1,1,0,100,0,3,13,10.0,15,5,False,1,88.5,38,100
30,4.2,5,1,0,0,205,1,42,0,0,0,3,1,1,90,1,14,1,10.0,21,2,True,1,93.0,64,97
22,4.7,2,2,0,0,75,1,59,1,2,1,28,2,2,93,0,9,7,5.0,22,4,False,0,90.16666666666667,44,64
25,4.8,5,1,1,0,130,1,18,0,1,0,9,1,1,98,0,8,1,15.0,21,3,True,0,97.0,52,97
39,4.2,0,1,0,0,155,1,76,3,0,0,2,1,4,97,2,0,15,10.0,19,1,False,0,87.33333333333333,66,100
33,4.9,3,3,2,0,155,1,52,1,0,0,4,3,3,86,1,4,1,5.0,15,3,True,0,91.33333333333333,62,0
26,5.0,0,3,0,3,80,1,92,1,0,0,3,2,1,88,2,7,14,15.0,18,3,True,0,84.66666666666667,64,83
23,4.8,1,3,1,3,85,1,37,3,1,1,11,1,0,80,0,10,2,10.0,16,3,True,1,93.83333333333333,78,100
20,4.8,1,2,1,0,115,1,25,1,1,0,8,1,0,55,0,1,11,5.0,22,6,False,0,95.83333333333333,54,100
36,4.3,2,1,1,0,44,1,70,3,0,0,2,1,1,84,0,14,15,5.0,20,4,False,0,88.33333333333333,66,100
24,4.7,0,3,1,3,140,1,12,2,0,0,2,1,4,68,1,14,1,10.0,18,0,False,1,98.0,66,82
32,4.7,5,2,0,0,120,0,385,0,0,2,2,1,1,93,1,1,15,10.0,23,0,False,1,10.0,36,100
29,4.9,2,2,1,0,70,1,95,1,0,2,4,0,0,75,1,0,6,10.0,22,6,False,1,84.16666666666667,32,32
22,4.6,1,3,1,0,60,1,33,0,0,0,2,2,0,61,2,2,9,5.0,17,4,False,0,94.5,66,78
35,4.3,2,1,0,3,245,1,69,2,0,0,4,1,2,66,0,3,3,10.0,21,0,False,0,88.5,62,96
32,4.6,0,1,0,0,260,0,215,0,1,2,12,1,2,96,2,11,12,5.0,19,4,False,0,10.0,16,100
25,4.0,3,2,0,0,100,1,79,2,0,2,4,1,0,77,0,0,1,5.0,9,1,False,0,86.83333333333333,32,100
31,4.5,1,1,0,2,265,1,46,0,1,0,17,1,2,68,1,7,1,5.0,20,0,False,1,92.33333333333333,36,92
33,4.8,5,2,0,0,135,1,48,2,0,0,2,1,0,58,2,12,12,5.0,22,6,False,0,92.0,66,100
31,4.3,3,0,0,0,190,1,32,3,1,0,18,1,3,71,1,2,6,5.0,11,4,False,0,94.66666666666667,34,97
34,3.8,2,1,0,0,195,1,67,0,0,1,4,1,0,89,1,0,11,15.0,22,0,False,1,88.83333333333333,92,100
38,4.4,3,1,0,0,34,1,92,0,0,0,3,1,0,72,2,3,15,15.0,19,2,True,0,84.66666666666667,64,100
39,4.4,2,1,0,0,265,0,202,1,0,0,1,1,1,74,2,7,4,10.0,21,0,False,0,10.0,68,100
27,4.7,0,2,2,3,55,1,91,2,1,0,14,1,3,61,1,13,10,15.0,8,0,False,0,84.83333333333333,42,100
20,4.9,4,1,1,0,95,1,99,1,1,0,12,1,0,75,1,0,10,5.0,20,0,False,1,83.5,46,100
30,4.9,3,1,0,0,220,1,75,0,0,2,3,1,1,78,1,14,5,10.0,21,0,False,1,87.5,34,100
39,4.8,0,2,0,0,210,1,35,0,2,0,25,1,2,77,2,7,15,15.0,22,2,True,0,94.16666666666667,20,100
27,4.9,2,1,0,0,90,1,104,3,0,0,2,1,2,58,1,11,3,10.0,21,0,False,1,82.66666666666667,66,96
20,4.8,1,1,0,0,240,1,103,2,0,2,2,1,2,98,0,9,3,15.0,22,3,True,0,82.83333333333333,36,96
25,4.7,2,3,1,0,145,0,433,0,1,0,10,1,1,79,2,5,5,15.0,17,5,False,0,10.0,50,100
27,4.7,5,2,1,0,80,1,18,0,0,0,3,1,1,61,0,5,12,15.0,10,1,False,0,97.0,64,100
25,4.8,2,3,1,3,120,1,46,0,0,0,2,1,0,93,1,11,7,10.0,17,5,False,1,92.33333333333333,66,100
22,4.6,3,1,0,0,120,0,371,0,2,0,24,1,1,94,2,6,15,10.0,20,4,False,0,10.0,22,100
37,4.2,0,1,0,0,160,1,90,0,1,0,19,1,1,58,1,1,14,10.0,21,4,False,1,85.0,32,100
29,4.7,3,1,2,0,85,1,58,0,0,1,1,1,2,84,1,6,11,5.0,21,2,True,1,90.33333333333333,98,100
20,4.7,0,3,0,0,160,1,101,0,0,2,4,0,0,86,0,2,9,15.0,18,2,True,0,83.16666666666667,32,38
26,4.7,5,2,1,0,95,0,238,0,1,0,19,1,0,70,1,0,8,10.0,9,0,False,0,10.0,32,100
22,4.5,3,2,0,0,80,1,67,0,1,2,13,1,2,72,0,12,10,15.0,8,1,False,0,88.83333333333333,14,100
36,4.7,1,3,2,0,85,1,16,0,1,0,10,1,3,76,0,5,8,10.0,18,2,True,0,97.33333333333333,50,100
24,4.6,1,2,0,1,105,1,39,0,2,0,25,1,1,96,2,6,10,10.0,23,1,False,0,93.5,20,100
24,4.5,2,3,0,0,135,0,389,1,1,1,15,1,2,60,2,2,11,10.0,18,1,False,0,10.0,70,100
24,4.6,5,3,0,3,120,1,70,0,0,0,4,1,2,62,2,13,11,15.0,18,3,True,0,88.33333333333333,62,100
20,4.7,0,0,0,0,130,1,28,0,0,0,3,1,0,73,0,13,12,5.0,13,1,False,1,95.33333333333333,64,100
27,4.6,0,0,1,3,155,1,53,1,0,2,2,1,0,62,2,1,15,10.0,12,6,False,0,91.16666666666667,36,100
24,4.8,5,1,0,3,15,1,41,3,0,0,1,1,0,95,1,13,4,10.0,20,0,False,1,93.16666666666667,68,100
31,4.7,4,2,1,0,70,1,34,2,1,0,8,0,1,76,1,8,5,5.0,22,5,False,1,94.33333333333333,54,25
31,4.0,3,2,0,0,30,1,71,0,0,0,2,1,2,91,1,6,4,5.0,22,0,False,1,88.16666666666667,66,98
20,4.6,1,1,1,0,190,1,36,3,0,0,1,1,1,73,2,10,5,15.0,20,0,False,0,94.0,68,100
32,4.8,5,1,2,0,130,1,15,0,0,0,4,1,3,57,2,1,11,5.0,19,1,False,0,97.5,62,100
28,4.8,1,3,1,3,55,1,57,2,1,0,9,1,1,74,0,8,3,5.0,19,4,False,0,90.5,52,100
24,4.8,0,3,0,3,210,0,290,0,0,2,3,1,1,78,0,12,4,5.0,17,1,False,0,10.0,34,100
23,4.7,3,1,0,0,105,0,224,3,2,0,30,1,1,79,1,12,10,15.0,20,5,False,1,10.0,10,100
36,4.2,1,1,1,3,210,1,38,0,0,0,3,1,2,84,2,2,2,15.0,21,2,True,0,93.66666666666667,64,94
21,4.8,3,1,0,1,70,0,267,0,0,2,4,1,0,60,1,3,5,5.0,20,1,False,1,10.0,32,100
29,4.9,2,2,0,0,50,1,28,3,0,2,4,1,2,98,2,1,11,10.0,22,0,False,0,95.33333333333333,32,100
29,4.6,2,3,0,0,100,0,377,0,1,2,14,1,1,98,2,7,4,5.0,19,1,False,0,10.0,12,100
33,4.6,3,2,1,3,85,0,530,0,0,0,2,1,0,64,0,9,13,15.0,23,2,True,0,10.0,66,100
23,4.6,3,1,0,0,180,1,90,0,1,0,9,1,1,59,0,12,11,5.0,19,5,False,0,85.0,52,100
34,3.6,3,1,0,3,41,1,30,2,0,1,1,1,1,92,0,8,11,5.0,21,0,False,0,95.0,98,100
26,4.6,0,2,0,0,130,0,430,0,1,0,12,2,2,84,2,10,7,10.0,23,6,False,0,10.0,46,64
26,4.9,1,1,0,0,160,1,106,0,1,0,16,1,0,95,1,0,2,5.0,20,4,False,1,82.33333333333333,38,100
22,4.8,3,1,2,0,55,0,324,0,0,2,3,1,1,97,2,0,9,15.0,21,6,False,0,10.0,34,100
28,4.9,2,3,0,3,60,1,78,2,0,2,4,1,4,87,2,11,12,10.0,16,2,True,0,87.0,32,100
27,5.0,3,2,2,3,85,1,26,0,0,0,4,2,1,78,2,2,4,10.0,22,5,False,0,95.66666666666667,62,63
30,4.9,4,3,1,0,115,1,111,1,0,2,3,2,2,63,0,9,14,15.0,18,1,False,0,81.5,34,78
36,4.8,4,3,0,0,145,1,84,1,1,1,9,3,0,74,0,1,8,15.0,18,6,False,0,86.0,82,26
22,4.8,3,2,0,3,75,1,28,1,1,2,11,1,1,78,2,4,15,15.0,22,6,False,0,95.33333333333333,18,100
37,4.6,2,1,1,0,170,1,90,2,0,2,2,1,2,72,1,10,10,15.0,21,0,False,1,85.0,36,100
35,4.4,2,2,0,0,105,1,31,2,0,2,3,1,0,59,1,5,6,15.0,23,3,True,1,94.83333333333333,34,100
39,3.5,5,1,0,0,190,1,112,1,1,0,10,1,0,98,0,1,11,15.0,22,6,False,0,81.33333333333333,50,100
39,4.8,1,1,1,0,170,1,9,2,0,0,4,1,0,81,0,14,14,15.0,19,5,False,0,98.5,62,100
33,4.8,2,3,0,0,180,1,66,1,0,1,4,1,2,61,1,0,2,5.0,17,6,False,1,89.0,92,94
38,4.7,4,1,0,1,115,1,74,1,0,1,3,1,0,97,0,10,6,5.0,19,0,False,0,87.66666666666667,94,100
33,4.8,3,3,2,0,145,1,14,2,1,2,13,1,0,86,0,10,3,10.0,17,0,False,0,97.66666666666667,14,100
36,4.7,1,3,0,0,90,1,39,0,1,2,10,2,1,96,1,0,11,5.0,17,5,False,1,93.5,20,77
26,4.7,2,2,1,0,70,1,29,2,0,0,2,1,0,61,1,4,7,15.0,22,1,False,1,95.16666666666667,66,100
34,5.0,0,2,1,0,80,1,64,0,0,0,4,1,2,72,2,11,12,-1435.0,23,2,True,0,89.33333333333333,62,100
33,4.9,2,0,0,2,245,1,107,0,2,1,22,1,2,94,1,5,11,5.0,11,0,False,0,82.16666666666667,56,100
37,4.1,3,1,2,3,220,1,58,0,1,2,14,1,0,73,0,3,8,10.0,22,6,False,0,90.33333333333333,12,100
28,4.8,3,0,1,3,75,0,230,1,0,0,1,1,0,96,0,0,4,10.0,14,4,False,1,10.0,68,100
28,4.7,0,1,0,0,200,1,87,0,0,2,1,1,1,57,1,12,1,5.0,19,0,False,1,85.5,38,97
39,4.2,5,3,1,0,170,0,211,2,0,0,4,1,1,71,2,1,10,5.0,17,0,False,0,10.0,62,100
21,5.0,2,3,1,0,125,1,79,2,0,2,4,2,1,96,1,9,4,10.0,17,2,True,1,86.83333333333333,32,63
32,4.6,1,3,0,0,200,1,29,1,0,0,3,1,1,56,1,3,6,5.0,18,1,False,1,95.16666666666667,64,100
34,4.9,3,2,1,0,120,1,16,2,0,0,2,1,1,61,1,3,9,5.0,22,2,True,1,97.33333333333333,66,100
30,4.7,5,1,0,0,44,0,299,0,0,1,4,1,0,63,2,6,14,15.0,20,4,False,0,10.0,92,100
37,4.3,0,3,1,3,165,1,36,0,0,2,4,2,0,63,0,6,9,15.0,17,6,False,0,94.0,32,78
32,4.7,5,3,0,0,25,1,40,2,1,2,19,1,2,98,0,0,2,5.0,15,3,True,1,93.33333333333333,2,94
31,4.8,1,3,0,0,130,1,94,0,2,1,19,1,2,91,2,11,11,15.0,18,6,False,0,84.33333333333333,62,100
20,5.0,5,1,0,0,180,1,46,0,0,0,1,1,2,67,2,13,3,15.0,20,6,False,0,92.33333333333333,68,96
35,4.7,1,1,0,0,150,1,23,3,0,2,3,1,1,98,0,8,15,5.0,21,2,True,0,96.16666666666667,34,100
24,4.6,2,3,0,0,110,1,39,1,0,0,3,1,0,64,0,12,2,5.0,17,2,True,0,93.5,64,100
38,4.7,0,1,0,0,165,1,34,0,0,2,1,1,2,59,1,12,7,10.0,20,4,False,1,94.33333333333333,38,100
35,4.9,4,2,0,3,145,1,46,1,0,0,3,1,0,66,2,14,15,5.0,9,0,False,1,92.33333333333333,64,100
36,5.0,2,2,0,0,110,1,74,0,0,2,2,1,0,79,2,7,9,10.0,9,1,False,1,87.66666666666667,36,100
35,4.9,4,1,0,0,100,1,59,1,1,2,13,1,0,98,1,8,7,10.0,19,5,False,1,90.16666666666667,14,100
24,4.7,1,2,0,0,105,0,503,2,0,2,2,1,1,98,1,3,1,5.0,23,5,False,1,10.0,36,97
31,4.9,5,2,0,0,115,1,99,1,0,2,4,2,2,85,0,14,3,5.0,10,5,False,0,83.5,32,56
28,5.0,2,3,0,0,145,1,60,0,1,1,11,2,0,59,1,1,2,10.0,17,3,True,1,90.0,78,64
26,4.0,3,2,0,0,110,1,116,1,0,0,2,1,1,70,2,14,3,5.0,22,2,True,0,80.66666666666667,66,100
36,4.2,5,1,0,0,250,1,89,2,0,0,1,1,1,76,2,10,9,15.0,21,5,False,0,85.16666666666667,68,100
26,4.7,0,0,2,0,140,0,324,0,0,1,4,1,0,96,0,5,2,10.0,13,3,True,1,10.0,92,100
32,4.2,0,0,0,0,165,1,34,0,0,0,2,1,1,91,0,14,3,5.0,11,4,False,0,94.33333333333333,66,100
36,4.8,3,3,1,0,120,1,80,1,0,1,1,1,0,67,1,2,15,15.0,18,3,True,1,86.66666666666667,98,100
27,4.8,5,1,0,0,105,0,394,0,0,1,3,1,0,96,1,7,6,10.0,21,3,True,1,10.0,94,100
35,4.8,3,1,0,0,235,1,36,0,0,2,1,1,2,83,0,8,5,5.0,21,6,False,0,94.0,38,100
32,4.4,1,2,0,3,205,1,52,1,0,0,1,1,2,63,2,14,6,10.0,22,4,False,0,91.33333333333333,68,100
29,4.2,3,2,0,0,130,0,458,1,0,2,4,1,1,72,2,12,13,5.0,23,4,False,0,10.0,32,100
23,4.9,0,0,0,0,150,1,109,2,0,0,1,1,0,76,0,12,12,10.0,13,4,False,1,81.83333333333333,68,100
20,4.7,3,3,1,0,21,1,32,1,0,0,3,1,1,82,0,6,13,15.0,18,0,False,0,94.66666666666667,64,100
33,4.6,0,1,0,0,130,1,104,0,0,2,1,1,0,71,0,14,15,15.0,20,1,False,0,82.66666666666667,38,100
34,4.7,0,3,0,0,185,1,85,0,0,1,1,1,0,69,2,6,14,5.0,19,0,False,0,85.83333333333333,98,100
21,4.8,3,1,0,0,130,1,25,0,0,0,3,1,2,91,2,3,15,15.0,20,4,False,0,95.83333333333333,64,100
32,4.7,1,2,0,1,125,1,69,3,0,0,4,1,0,65,2,7,10,15.0,9,2,True,1,88.5,62,100
38,4.7,4,1,1,3,80,1,43,0,0,0,4,1,2,65,1,2,4,5.0,19,3,True,1,92.83333333333333,62,98
33,4.8,5,3,0,0,125,1,14,0,1,2,8,2,2,67,2,4,8,15.0,15,2,True,0,97.66666666666667,24,66
28,4.9,5,2,1,0,85,1,64,3,0,2,3,1,3,90,1,0,15,5.0,23,4,False,1,89.33333333333333,34,100
38,4.9,0,1,0,3,265,1,76,1,0,1,4,1,1,99,1,10,3,10.0,20,2,True,1,87.33333333333333,92,100
33,4.7,1,1,1,0,245,1,41,1,1,2,19,2,1,65,0,3,2,10.0,21,5,False,0,93.16666666666667,2,59
21,4.9,2,1,1,0,15,1,94,3,0,0,1,1,3,93,1,4,2,15.0,20,6,False,1,84.33333333333333,68,89
34,4.9,0,1,0,0,205,1,45,2,0,0,3,1,2,71,0,9,8,10.0,20,3,True,0,92.5,64,100
26,4.7,2,1,1,0,120,1,97,3,1,2,14,1,0,70,1,9,4,5.0,21,1,False,1,83.83333333333333,12,100
25,4.2,0,1,0,0,180,1,52,0,0,1,2,1,0,93,2,5,1,5.0,21,1,False,0,91.33333333333333,96,100
36,4.7,4,3,0,0,110,1,89,3,1,0,9,1,0,90,1,3,10,15.0,18,6,False,1,85.16666666666667,52,100
32,4.0,0,1,1,0,170,0,575,2,0,0,2,2,0,100,0,10,11,5.0,20,0,False,0,10.0,66,82
22,4.6,1,2,0,0,105,1,91,3,1,2,10,1,0,57,0,8,8,15.0,23,0,False,0,84.83333333333333,20,100
24,4.9,3,1,1,3,130,1,8,1,2,2,30,1,0,75,0,13,2,10.0,19,2,True,0,98.66666666666667,0,100
30,5.0,5,3,1,0,155,1,19,0,0,2,1,2,1,65,0,11,1,5.0,17,2,True,0,96.83333333333333,38,57
26,4.5,1,2,0,3,110,0,312,0,0,0,1,1,1,66,0,6,14,10.0,11,4,False,0,10.0,68,100
34,5.0,1,0,0,0,150,0,399,1,1,2,13,1,1,58,0,5,11,10.0,12,6,False,1,10.0,14,100
20,4.1,1,1,0,3,210,0,203,0,0,2,1,1,1,93,1,3,15,5.0,19,6,False,1,10.0,38,100
30,4.3,3,3,1,0,170,0,236,0,0,2,3,1,1,60,0,2,14,5.0,18,4,False,0,10.0,34,100
32,5.0,5,1,1,0,125,1,116,2,0,0,1,1,2,97,1,5,11,10.0,21,1,False,1,80.66666666666667,68,100
33,4.6,5,2,2,0,125,1,50,0,0,0,4,1,0,81,0,0,7,10.0,8,4,False,0,91.66666666666667,62,100
