Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,customer_answered_call,customer_response_time,customer_availability,visitor_pass_status,society_security_level,gate_wait_time,driver_status,previous_failed_deliveries,address_confidence,preferred_delivery_slot,estimated_arrival_delay,driver_experience,delivery_failure
36,4.0,2022-03-10,23:30:00,23:35:00,Cloudy,Low ,motorcycle ,Metropolitian ,180,,,,,,,,,,,,,
20,4.9,2022-04-04,21:25:00,21:40:00,Sunny,Jam ,scooter ,Metropolitian ,50,,,,,,,,,,,,,
23,2.7,2022-03-10,00:00:00,00:10:00,Sunny,Low ,scooter ,Urban ,185,,,,,,,,,,,,,
32,3.8,2022-03-25,20:40:00,20:55:00,Sunny,Jam ,scooter ,Metropolitian ,160,,,,,,,,,,,,,
39,4.8,2022-04-05,15:25:00,15:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,85,,,,,,,,,,,,,
21,4.8,2022-03-31,22:10:00,22:15:00,Cloudy,Low ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
20,4.7,2022-03-27,22:25:00,22:35:00,Fog,Low ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
28,4.6,2022-03-14,22:30:00,22:35:00,Stormy,Low ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
21,4.7,2022-03-13,23:25:00,23:30:00,Fog,Low ,motorcycle ,Urban ,75,,,,,,,,,,,,,
25,4.6,2022-03-14,22:40:00,22:55:00,Sandstorms,Low ,motorcycle ,Urban ,70,,,,,,,,,,,,,
33,5.0,2022-03-30,09:15:00,09:20:00,Cloudy,Low ,motorcycle ,Metropolitian ,80,,,,,,,,,,,,,
27,4.6,2022-02-12,19:50:00,19:55:00,Sunny,Jam ,motorcycle ,Urban ,160,,,,,,,,,,,,,
37,4.6,2022-03-12,20:40:00,20:45:00,Sandstorms,Jam ,scooter ,Metropolitian ,135,,,,,,,,,,,,,
27,4.9,2022-03-17,17:20:00,17:25:00,Sunny,Medium ,motorcycle ,Urban ,100,,,,,,,,,,,,,
30,4.1,2022-03-08,19:10:00,19:20:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,260,,,,,,,,,,,,,
29,4.9,2022-04-01,09:25:00,09:30:00,Fog,Low ,motorcycle ,Other,75,,,,,,,,,,,,,
37,3.6,2022-03-31,18:30:00,18:45:00,Sandstorms,Medium ,scooter ,Metropolitian ,180,,,,,,,,,,,,,
37,3.6,2022-03-20,18:15:00,18:25:00,Stormy,Medium ,motorcycle ,Urban ,170,,,,,,,,,,,,,
26,4.7,2022-03-29,23:30:00,23:40:00,Sunny,Low ,van,Metropolitian ,125,,,,,,,,,,,,,
32,4.6,2022-04-05,11:40:00,11:55:00,Sunny,High ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
31,4.4,2022-02-16,21:25:00,21:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,175,,,,,,,,,,,,,
24,4.1,2022-02-11,23:20:00,23:25:00,Sandstorms,Low ,motorcycle ,Other,75,,,,,,,,,,,,,
24,4.6,2022-03-29,23:35:00,23:50:00,Sandstorms,Low ,scooter ,Urban ,17,,,,,,,,,,,,,
23,4.3,2022-02-16,18:35:00,18:50:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,175,,,,,,,,,,,,,
26,4.9,2022-03-21,09:20:00,09:35:00,Fog,Low ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
26,4.9,2022-03-09,09:40:00,09:55:00,Fog,Low ,motorcycle ,Urban ,80,,,,,,,,,,,,,
30,5.0,2022-03-21,17:20:00,17:35:00,Sandstorms,Medium ,van,Metropolitian ,150,,,,,,,,,,,,,
20,4.7,2022-02-17,14:00:00,14:15:00,Fog,High ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
28,4.9,2022-03-19,21:35:00,21:45:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
39,4.9,2022-03-30,08:55:00,09:00:00,Sunny,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
50,6.0,2022-03-20,NaN ,17:55:00,,NaN ,bicycle ,Metropolitian ,160,,,,,,,,,,,,,
22,5.0,2022-03-09,11:50:00,12:05:00,Stormy,High ,motorcycle ,Urban ,140,,,,,,,,,,,,,
33,4.9,2022-03-04,17:25:00,17:35:00,Sunny,Medium ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
23,4.6,2022-03-01,21:20:00,21:30:00,Sunny,Jam ,scooter ,Urban ,85,,,,,,,,,,,,,
24,4.7,2022-04-05,21:20:00,21:30:00,Sunny,Jam ,van,Metropolitian ,95,,,,,,,,,,,,,
34,5.0,2022-03-26,10:30:00,10:40:00,Stormy,Low ,motorcycle ,Urban ,125,,,,,,,,,,,,,
39,4.1,2022-03-24,11:00:00,11:10:00,Stormy,Low ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
24,4.5,2022-04-02,21:20:00,21:25:00,Windy,Jam ,scooter ,Metropolitian ,75,,,,,,,,,,,,,
29,4.8,2022-03-13,20:10:00,20:25:00,Sunny,Jam ,scooter ,Metropolitian ,95,,,,,,,,,,,,,
38,4.6,2022-03-26,08:30:00,08:45:00,Windy,Low ,van,Metropolitian ,125,,,,,,,,,,,,,
27,4.6,2022-03-05,19:40:00,19:45:00,Fog,Jam ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
30,4.1,2022-03-12,22:20:00,22:30:00,Cloudy,Low ,van,Urban ,195,,,,,,,,,,,,,
34,4.5,2022-03-21,17:45:00,17:50:00,Cloudy,Medium ,scooter ,Metropolitian ,95,,,,,,,,,,,,,
33,4.1,2022-03-20,18:55:00,19:00:00,Cloudy,Medium ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
26,4.7,2022-03-12,21:55:00,22:05:00,Fog,Jam ,scooter ,Metropolitian ,41,,,,,,,,,,,,,
27,4.6,2022-03-20,19:40:00,19:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
37,4.6,2022-03-23,23:40:00,23:45:00,Fog,Low ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
31,4.6,2022-03-07,11:25:00,11:35:00,Stormy,High ,motorcycle ,Metropolitian ,190,,,,,,,,,,,,,
33,4.3,2022-02-11,23:10:00,23:20:00,Windy,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
32,4.7,2022-03-20,22:30:00,22:35:00,Sandstorms,Low ,motorcycle ,Metropolitian ,16,,,,,,,,,,,,,
31,4.9,2022-03-03,22:50:00,23:05:00,Cloudy,Low ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
39,4.7,2022-03-01,10:25:00,10:30:00,Fog,Low ,scooter ,Urban ,75,,,,,,,,,,,,,
29,4.2,2022-03-02,22:00:00,22:15:00,Cloudy,Jam ,scooter ,Metropolitian ,210,,,,,,,,,,,,,
28,4.6,2022-03-11,11:50:00,11:55:00,Windy,High ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
30,4.8,2022-03-14,18:55:00,19:05:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
23,4.9,2022-02-14,19:55:00,20:10:00,Stormy,Jam ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
34,4.5,2022-03-04,17:40:00,17:45:00,Sunny,Medium ,motorcycle ,Urban ,80,,,,,,,,,,,,,
30,4.5,2022-03-10,19:50:00,20:00:00,Cloudy,Jam ,motorcycle ,Urban ,235,,,,,,,,,,,,,
31,4.5,2022-03-25,20:20:00,20:25:00,Cloudy,Jam ,motorcycle ,Metropolitian ,255,,,,,,,,,,,,,
24,4.4,2022-03-15,22:20:00,22:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
30,5.0,2022-02-15,08:35:00,08:50:00,Stormy,Low ,van,Urban ,120,,,,,,,,,,,,,
37,4.5,2022-03-09,22:20:00,22:30:00,Windy,Low ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
34,4.7,2022-03-28,08:30:00,08:35:00,Cloudy,Low ,van,Metropolitian ,75,,,,,,,,,,,,,
26,4.7,2022-03-30,09:20:00,09:25:00,Sunny,Low ,motorcycle ,Metropolitian ,85,,,,,,,,,,,,,
37,4.3,2022-03-20,22:25:00,22:30:00,Cloudy,Low ,motorcycle ,Other,195,,,,,,,,,,,,,
36,4.6,2022-03-19,10:50:00,11:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
30,4.4,2022-03-17,09:45:00,10:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
27,4.8,2022-03-16,22:00:00,22:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,225,,,,,,,,,,,,,
26,4.6,2022-02-12,20:30:00,20:35:00,Sunny,Jam ,scooter ,Metropolitian ,65,,,,,,,,,,,,,
21,5.0,2022-03-27,18:40:00,18:45:00,Cloudy,Medium ,scooter ,Urban ,175,,,,,,,,,,,,,
28,4.7,2022-03-03,08:10:00,08:25:00,Windy,Low ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
22,4.9,2022-03-11,17:00:00,17:10:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,60,,,,,,,,,,,,,
23,4.5,2022-03-04,17:55:00,18:00:00,Stormy,Medium ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
37,4.8,2022-03-12,18:20:00,18:25:00,Sunny,Medium ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
27,4.8,2022-03-24,13:45:00,13:55:00,Fog,High ,motorcycle ,Urban ,130,,,,,,,,,,,,,
31,4.5,2022-03-20,19:55:00,20:10:00,Sunny,Jam ,scooter ,Urban ,115,,,,,,,,,,,,,
38,4.8,2022-02-18,23:50:00,23:55:00,Stormy,Low ,scooter ,Metropolitian ,22,,,,,,,,,,,,,
35,3.8,2022-03-14,19:25:00,19:40:00,Sandstorms,Jam ,scooter ,Metropolitian ,215,,,,,,,,,,,,,
23,4.9,2022-03-18,20:10:00,20:20:00,Sandstorms,Jam ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
37,4.8,2022-04-01,22:00:00,22:10:00,Cloudy,Jam ,scooter ,Metropolitian ,30,,,,,,,,,,,,,
28,4.1,2022-02-15,08:35:00,08:40:00,Windy,Low ,motorcycle ,Metropolitian ,90,,,,,,,,,,,,,
37,5.0,2022-02-16,21:25:00,21:30:00,Cloudy,Jam ,scooter ,Metropolitian ,215,,,,,,,,,,,,,
33,4.0,2022-04-06,21:30:00,21:45:00,Windy,Jam ,motorcycle ,Metropolitian ,270,,,,,,,,,,,,,
28,4.8,2022-03-12,17:25:00,17:35:00,Sandstorms,Medium ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
24,4.8,2022-03-12,23:40:00,23:45:00,Windy,Low ,scooter ,Urban ,55,,,,,,,,,,,,,
31,4.5,2022-02-11,08:40:00,08:55:00,Fog,Low ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
34,4.6,2022-03-26,08:50:00,09:05:00,Cloudy,Low ,motorcycle ,Urban ,130,,,,,,,,,,,,,
33,4.6,2022-03-01,15:55:00,16:00:00,Sandstorms,Medium ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
20,4.5,2022-03-03,08:45:00,09:00:00,Windy,Low ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
23,4.7,2022-03-13,09:30:00,09:40:00,Stormy,Low ,scooter ,Urban ,95,,,,,,,,,,,,,
32,4.9,2022-03-20,20:50:00,21:00:00,Sunny,Jam ,van,Metropolitian ,145,,,,,,,,,,,,,
26,4.8,2022-02-17,21:35:00,21:50:00,Stormy,Jam ,motorcycle ,Metropolitian ,28,,,,,,,,,,,,,
31,4.7,2022-03-11,08:10:00,08:15:00,Cloudy,Low ,motorcycle ,Metropolitian ,75,,,,,,,,,,,,,
35,4.8,2022-03-15,08:10:00,08:20:00,Sunny,Low ,motorcycle ,Metropolitian ,75,,,,,,,,,,,,,
37,4.8,2022-03-09,20:40:00,20:55:00,Windy,Jam ,van,Metropolitian ,140,,,,,,,,,,,,,
28,4.5,2022-03-16,20:55:00,21:05:00,Windy,Jam ,scooter ,Metropolitian ,100,,,,,,,,,,,,,
24,5.0,2022-02-16,20:45:00,21:00:00,Fog,Jam ,motorcycle ,Metropolitian ,190,,,,,,,,,,,,,
26,5.0,2022-02-14,23:35:00,23:40:00,Sunny,Low ,motorcycle ,Urban ,28,,,,,,,,,,,,,
39,5.0,2022-03-03,15:55:00,16:10:00,Cloudy,Medium ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
37,4.7,2022-03-06,22:20:00,22:30:00,Cloudy,Low ,motorcycle ,Metropolitian ,195,,,,,,,,,,,,,
22,4.8,2022-03-30,19:30:00,19:40:00,Fog,Jam ,scooter ,Metropolitian ,145,,,,,,,,,,,,,
29,4.8,2022-03-19,10:00:00,10:15:00,Sandstorms,Low ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
25,4.7,2022-03-08,23:30:00,23:35:00,Cloudy,Low ,scooter ,Metropolitian ,25,,,,,,,,,,,,,
22,4.6,2022-04-03,17:20:00,17:30:00,Stormy,Medium ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
30,4.5,2022-03-05,09:20:00,09:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
31,4.7,2022-03-26,20:30:00,20:45:00,Windy,Jam ,motorcycle ,Other,170,,,,,,,,,,,,,
24,4.7,2022-03-09,17:30:00,17:35:00,Windy,Medium ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
20,4.7,2022-03-21,10:40:00,10:45:00,Windy,Low ,scooter ,Urban ,90,,,,,,,,,,,,,
36,4.2,2022-03-29,18:15:00,18:20:00,Windy,Medium ,motorcycle ,Urban ,230,,,,,,,,,,,,,
36,4.2,2022-02-16,21:25:00,21:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,220,,,,,,,,,,,,,
22,4.7,2022-03-07,18:35:00,18:50:00,Windy,Medium ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
36,4.8,2022-03-21,16:30:00,16:40:00,Fog,Medium ,van,Other,80,,,,,,,,,,,,,
24,4.8,2022-03-09,15:50:00,16:00:00,Cloudy,Medium ,scooter ,Urban ,50,,,,,,,,,,,,,
39,4.8,2022-03-01,08:55:00,09:10:00,Sunny,Low ,motorcycle ,Metropolitian ,50,,,,,,,,,,,,,
39,4.9,2022-02-17,10:55:00,11:05:00,Windy,Low ,scooter ,Metropolitian ,140,,,,,,,,,,,,,
32,4.8,2022-03-23,21:25:00,21:30:00,Windy,Jam ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
26,4.8,2022-03-04,21:55:00,22:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
25,5.0,2022-03-09,11:50:00,12:05:00,Cloudy,High ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
38,4.9,2022-02-13,16:50:00,16:55:00,Sunny,Medium ,scooter ,Urban ,110,,,,,,,,,,,,,
27,4.6,2022-04-03,11:55:00,12:00:00,Windy,High ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
33,4.2,2022-02-17,15:35:00,15:40:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
28,4.6,2022-03-10,20:00:00,20:15:00,Cloudy,Jam ,scooter ,Metropolitian ,205,,,,,,,,,,,,,
27,5.0,2022-02-11,08:30:00,08:45:00,Stormy,Low ,scooter ,Metropolitian ,70,,,,,,,,,,,,,
23,4.7,2022-02-17,19:40:00,19:45:00,Cloudy,Jam ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
26,4.9,2022-03-13,15:35:00,15:50:00,Stormy,Medium ,scooter ,Metropolitian ,100,,,,,,,,,,,,,
31,4.4,2022-03-13,19:15:00,19:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
25,4.1,2022-03-18,18:35:00,18:40:00,Cloudy,Medium ,scooter ,Metropolitian ,155,,,,,,,,,,,,,
34,4.6,2022-03-10,23:00:00,23:15:00,Windy,Low ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
36,4.2,2022-03-13,10:30:00,10:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
29,4.7,2022-03-04,23:50:00,00:00:00,Sandstorms,Low ,scooter ,Urban ,50,,,,,,,,,,,,,
22,4.8,2022-03-13,08:55:00,09:05:00,Sunny,Low ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
39,4.8,2022-03-05,17:35:00,17:45:00,Fog,Medium ,motorcycle ,Metropolitian ,85,,,,,,,,,,,,,
26,4.3,2022-03-24,11:45:00,12:00:00,Cloudy,High ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
29,4.9,2022-03-10,21:40:00,21:55:00,Stormy,Jam ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
21,4.7,2022-03-15,20:20:00,20:35:00,Sunny,Jam ,motorcycle ,Urban ,50,,,,,,,,,,,,,
33,4.7,2022-02-17,22:35:00,22:50:00,Fog,Low ,motorcycle ,Urban ,75,,,,,,,,,,,,,
33,3.6,2022-04-04,18:40:00,18:50:00,Sandstorms,Medium ,motorcycle ,Urban ,170,,,,,,,,,,,,,
24,5.0,2022-03-15,11:15:00,11:20:00,Cloudy,High ,motorcycle ,Urban ,130,,,,,,,,,,,,,
29,4.9,2022-03-20,20:55:00,21:10:00,Fog,Jam ,scooter ,Metropolitian ,180,,,,,,,,,,,,,
27,4.9,2022-03-26,21:15:00,21:25:00,Stormy,Jam ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
21,4.0,2022-02-18,21:15:00,21:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,160,,,,,,,,,,,,,
31,4.6,2022-03-09,16:45:00,17:00:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
29,4.7,2022-02-16,19:15:00,19:25:00,Sunny,Jam ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
30,4.2,2022-02-14,18:30:00,18:45:00,Fog,Medium ,scooter ,Metropolitian ,175,,,,,,,,,,,,,
26,4.5,2022-03-21,23:20:00,23:35:00,Fog,Low ,motorcycle ,Metropolitian ,90,,,,,,,,,,,,,
36,4.5,2022-03-28,19:30:00,19:45:00,Windy,Jam ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
25,4.6,2022-03-24,20:50:00,21:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,85,,,,,,,,,,,,,
29,5.0,2022-02-18,18:15:00,18:25:00,Fog,Medium ,motorcycle ,Urban ,160,,,,,,,,,,,,,
26,4.8,2022-02-16,21:35:00,21:45:00,Windy,Jam ,motorcycle ,Urban ,25,,,,,,,,,,,,,
33,4.9,2022-03-24,17:10:00,17:15:00,Windy,Medium ,motorcycle ,Metropolitian ,160,,,,,,,,,,,,,
35,5.0,2022-03-10,21:30:00,21:45:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,180,,,,,,,,,,,,,
38,3.6,2022-03-02,21:25:00,21:35:00,Stormy,Jam ,scooter ,Metropolitian ,170,,,,,,,,,,,,,
22,4.1,2022-03-21,10:20:00,10:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
25,4.7,2022-02-15,21:40:00,21:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
34,4.8,2022-03-17,11:35:00,11:50:00,Stormy,High ,scooter ,Metropolitian ,135,,,,,,,,,,,,,
39,4.7,2022-03-08,23:35:00,23:45:00,Stormy,Low ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
31,4.7,2022-03-23,20:00:00,20:15:00,Fog,Jam ,van,Metropolitian ,215,,,,,,,,,,,,,
33,4.9,2022-03-13,13:45:00,13:50:00,Fog,High ,scooter ,Metropolitian ,155,,,,,,,,,,,,,
25,4.6,2022-03-02,19:00:00,19:10:00,Fog,Medium ,scooter ,Urban ,125,,,,,,,,,,,,,
24,4.5,2022-03-23,22:50:00,23:05:00,Fog,Low ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
36,4.9,2022-03-15,19:55:00,20:10:00,Sandstorms,Jam ,scooter ,Metropolitian ,135,,,,,,,,,,,,,
25,4.7,2022-03-28,17:55:00,18:10:00,Cloudy,Medium ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
31,4.0,2022-03-16,21:15:00,21:20:00,Fog,Jam ,scooter ,Metropolitian ,205,,,,,,,,,,,,,
31,4.7,2022-03-07,11:30:00,11:40:00,Sunny,High ,scooter ,Urban ,75,,,,,,,,,,,,,
35,4.1,2022-03-13,11:10:00,11:25:00,Sandstorms,High ,scooter ,Urban ,31,,,,,,,,,,,,,
37,4.9,2022-03-21,18:40:00,18:55:00,Sunny,Medium ,scooter ,Metropolitian ,120,,,,,,,,,,,,,
25,4.6,2022-03-18,19:50:00,20:05:00,Windy,Jam ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
27,4.9,2022-03-07,14:40:00,14:45:00,Sunny,High ,motorcycle ,Urban ,60,,,,,,,,,,,,,
32,4.6,2022-03-05,11:00:00,11:05:00,Fog,Low ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
37,4.9,2022-03-18,21:35:00,21:50:00,Cloudy,Jam ,motorcycle ,Metropolitian ,255,,,,,,,,,,,,,
38,4.6,2022-03-10,21:25:00,21:30:00,Sunny,Jam ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
23,4.8,2022-04-03,14:50:00,15:00:00,Sunny,High ,scooter ,Metropolitian ,65,,,,,,,,,,,,,
38,4.3,2022-03-24,10:50:00,11:00:00,Windy,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
20,4.9,2022-03-13,12:50:00,13:05:00,Stormy,High ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
20,4.6,2022-03-11,11:40:00,11:50:00,Windy,High ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
31,4.6,2022-04-06,19:55:00,20:10:00,Fog,Jam ,motorcycle ,Metropolitian ,225,,,,,,,,,,,,,
33,4.5,2022-03-24,09:30:00,09:45:00,Stormy,Low ,motorcycle ,Metropolitian ,26,,,,,,,,,,,,,
33,4.9,2022-03-13,16:55:00,17:00:00,Sunny,Medium ,scooter ,Metropolitian ,85,,,,,,,,,,,,,
38,4.5,2022-04-03,18:00:00,18:05:00,Fog,Medium ,motorcycle ,Urban ,145,,,,,,,,,,,,,
39,4.4,2022-02-13,17:30:00,17:35:00,Windy,Medium ,scooter ,Metropolitian ,165,,,,,,,,,,,,,
28,4.0,2022-04-05,22:10:00,22:15:00,Stormy,Low ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
29,4.7,2022-02-17,17:50:00,18:05:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
37,3.8,2022-04-04,23:55:00,00:00:00,Fog,Low ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
23,4.8,2022-03-18,18:50:00,19:00:00,Windy,Medium ,motorcycle ,Metropolitian ,150,,,,,,,,,,,,,
39,4.9,2022-03-26,15:45:00,15:55:00,Fog,Medium ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
35,4.9,2022-02-18,22:50:00,23:00:00,Fog,Low ,scooter ,Metropolitian ,150,,,,,,,,,,,,,
26,4.5,2022-04-01,13:20:00,13:25:00,Windy,High ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
28,5.0,2022-04-03,00:00:00,00:15:00,Sandstorms,Low ,scooter ,Urban ,75,,,,,,,,,,,,,
36,4.7,2022-03-18,19:00:00,19:15:00,Sunny,Medium ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
27,4.7,2022-03-18,18:15:00,18:25:00,Cloudy,Medium ,van,Urban ,125,,,,,,,,,,,,,
31,4.9,2022-03-11,22:00:00,22:05:00,Fog,Jam ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
35,4.5,2022-03-17,18:15:00,18:25:00,Sunny,Medium ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
39,4.6,2022-02-14,23:45:00,00:00:00,Stormy,Low ,motorcycle ,Urban ,135,,,,,,,,,,,,,
33,5.0,2022-03-13,22:00:00,22:15:00,Cloudy,Jam ,van,Metropolitian ,165,,,,,,,,,,,,,
23,4.6,2022-03-17,08:50:00,09:05:00,Cloudy,Low ,scooter ,Other,80,,,,,,,,,,,,,
25,3.1,2022-03-25,23:00:00,23:15:00,Sunny,Low ,scooter ,Metropolitian ,220,,,,,,,,,,,,,
37,4.7,2022-03-03,10:15:00,10:25:00,Sunny,Low ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
28,4.6,2022-03-25,22:35:00,22:45:00,Sunny,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
27,4.9,2022-03-01,15:55:00,16:05:00,Stormy,Medium ,scooter ,Metropolitian ,105,,,,,,,,,,,,,
39,4.8,2022-04-01,21:45:00,21:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,180,,,,,,,,,,,,,
38,4.9,2022-03-03,14:50:00,15:00:00,Sunny,High ,motorcycle ,Urban ,120,,,,,,,,,,,,,
29,4.3,2022-04-03,10:55:00,11:05:00,Stormy,Low ,motorcycle ,Urban ,130,,,,,,,,,,,,,
35,4.6,2022-02-16,22:15:00,22:20:00,Sandstorms,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
25,5.0,2022-04-01,11:45:00,11:55:00,Fog,High ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
25,4.8,2022-03-06,19:10:00,19:15:00,Sandstorms,Jam ,motorcycle ,Urban ,130,,,,,,,,,,,,,
30,4.7,2022-02-15,19:45:00,20:00:00,Windy,Jam ,scooter ,Metropolitian ,140,,,,,,,,,,,,,
35,4.8,2022-03-10,18:30:00,18:45:00,Sunny,Medium ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
34,4.1,2022-02-18,17:35:00,17:40:00,Sunny,Medium ,motorcycle ,Other,185,,,,,,,,,,,,,
33,5.0,2022-03-14,17:25:00,17:40:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,175,,,,,,,,,,,,,
38,4.7,2022-02-13,10:25:00,10:40:00,Sunny,Low ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
33,4.1,2022-03-30,20:20:00,20:30:00,Fog,Jam ,motorcycle ,Metropolitian ,160,,,,,,,,,,,,,
37,4.7,2022-03-19,10:25:00,10:30:00,Fog,Low ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
21,4.7,2022-03-17,21:10:00,21:25:00,Fog,Jam ,van,Metropolitian ,120,,,,,,,,,,,,,
38,4.6,2022-03-16,21:55:00,22:00:00,Fog,Jam ,scooter ,Metropolitian ,230,,,,,,,,,,,,,
21,4.7,2022-04-06,21:15:00,21:30:00,Sunny,Jam ,scooter ,Metropolitian ,105,,,,,,,,,,,,,
31,4.2,2022-04-04,17:40:00,17:50:00,Windy,Medium ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
29,4.8,2022-02-14,22:15:00,22:20:00,Sandstorms,Low ,scooter ,Urban ,55,,,,,,,,,,,,,
20,4.9,2022-03-13,09:45:00,10:00:00,Windy,Low ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
34,4.7,2022-03-04,21:35:00,21:40:00,Sunny,Jam ,scooter ,Urban ,95,,,,,,,,,,,,,
20,4.9,2022-02-18,18:40:00,18:55:00,Cloudy,Medium ,motorcycle ,Metropolitian ,185,,,,,,,,,,,,,
